"Plot","Microsite","Exclosure","Gradient","SWC.Peak","Species","Abundance"
489,"Open","N",4,9.6,"Hordeum",0
489,"Shrub","N",4,4.4,"Hordeum",0
489,"Open","N",4,9.6,"Marrubium",14
489,"Shrub","N",4,4.4,"Marrubium",0
489,"Open","N",4,9.6,"Schismus",9
489,"Shrub","N",4,4.4,"Schismus",0
494,"Open","N",4,11.8,"BromusR",73
494,"Shrub","N",4,6,"BromusR",220
494,"Open","N",4,11.8,"Amsinckia",0
494,"Shrub","N",4,6,"Amsinckia",0
494,"Open","N",4,11.8,"Brassica",0
494,"Shrub","N",4,6,"Brassica",0
494,"Open","N",4,11.8,"BromusH",0
494,"Shrub","N",4,6,"BromusH",0
494,"Open","N",4,11.8,"Erodium",21
494,"Shrub","N",4,6,"Erodium",0
494,"Open","N",4,11.8,"Hordeum",0
494,"Shrub","N",4,6,"Hordeum",0
494,"Open","N",4,11.8,"Marrubium",0
494,"Shrub","N",4,6,"Marrubium",0
494,"Open","N",4,11.8,"Schismus",0
494,"Shrub","N",4,6,"Schismus",0
513,"Open","N",4,9.4,"BromusR",36
513,"Shrub","N",4,5.7,"BromusR",88
513,"Open","N",4,9.4,"Amsinckia",0
513,"Shrub","N",4,5.7,"Amsinckia",0
513,"Open","N",4,9.4,"Brassica",0
513,"Shrub","N",4,5.7,"Brassica",0
513,"Open","N",4,9.4,"BromusH",0
513,"Shrub","N",4,5.7,"BromusH",0
513,"Open","N",4,9.4,"Erodium",28
513,"Shrub","N",4,5.7,"Erodium",0
513,"Open","N",4,9.4,"Hordeum",0
513,"Shrub","N",4,5.7,"Hordeum",0
513,"Open","N",4,9.4,"Marrubium",16
513,"Shrub","N",4,5.7,"Marrubium",0
513,"Open","N",4,9.4,"Schismus",0
513,"Shrub","N",4,5.7,"Schismus",0
669,"Open","N",2,8.6,"BromusR",93
669,"Shrub","N",2,4.8,"BromusR",100
669,"Open","N",2,8.6,"Amsinckia",0
669,"Shrub","N",2,4.8,"Amsinckia",0
669,"Open","N",2,8.6,"Brassica",0
669,"Shrub","N",2,4.8,"Brassica",0
669,"Open","N",2,8.6,"BromusH",0
669,"Shrub","N",2,4.8,"BromusH",10
669,"Open","N",2,8.6,"Erodium",11
669,"Shrub","N",2,4.8,"Erodium",7
669,"Open","N",2,8.6,"Hordeum",0
669,"Shrub","N",2,4.8,"Hordeum",0
669,"Open","N",2,8.6,"Marrubium",0
669,"Shrub","N",2,4.8,"Marrubium",5
669,"Open","N",2,8.6,"Schismus",0
669,"Shrub","N",2,4.8,"Schismus",0
672,"Open","N",5,10.3,"BromusR",85
672,"Shrub","N",5,3.6,"BromusR",78
672,"Open","N",5,10.3,"Amsinckia",0
672,"Shrub","N",5,3.6,"Amsinckia",0
672,"Open","N",5,10.3,"Brassica",0
672,"Shrub","N",5,3.6,"Brassica",0
672,"Open","N",5,10.3,"BromusH",0
672,"Shrub","N",5,3.6,"BromusH",0
672,"Open","N",5,10.3,"Erodium",19
672,"Shrub","N",5,3.6,"Erodium",0
672,"Open","N",5,10.3,"Hordeum",0
672,"Shrub","N",5,3.6,"Hordeum",0
672,"Open","N",5,10.3,"Marrubium",0
672,"Shrub","N",5,3.6,"Marrubium",0
672,"Open","N",5,10.3,"Schismus",0
672,"Shrub","N",5,3.6,"Schismus",0
689,"Open","N",1,7.5,"BromusR",40
689,"Shrub","N",1,3,"BromusR",121
689,"Open","N",1,7.5,"Amsinckia",0
689,"Shrub","N",1,3,"Amsinckia",0
689,"Open","N",1,7.5,"Brassica",0
689,"Shrub","N",1,3,"Brassica",0
689,"Open","N",1,7.5,"BromusH",4
689,"Shrub","N",1,3,"BromusH",0
689,"Open","N",1,7.5,"Erodium",45
689,"Shrub","N",1,3,"Erodium",0
689,"Open","N",1,7.5,"Hordeum",0
689,"Shrub","N",1,3,"Hordeum",0
689,"Open","N",1,7.5,"Marrubium",17
689,"Shrub","N",1,3,"Marrubium",0
689,"Open","N",1,7.5,"Schismus",0
689,"Shrub","N",1,3,"Schismus",0
693,"Open","N",5,4.4,"BromusR",55
693,"Shrub","N",5,2,"BromusR",115
693,"Open","N",5,4.4,"Amsinckia",0
693,"Shrub","N",5,2,"Amsinckia",0
693,"Open","N",5,4.4,"Brassica",0
693,"Shrub","N",5,2,"Brassica",0
693,"Open","N",5,4.4,"BromusH",0
693,"Shrub","N",5,2,"BromusH",0
693,"Open","N",5,4.4,"Erodium",6
693,"Shrub","N",5,2,"Erodium",0
693,"Open","N",5,4.4,"Hordeum",0
693,"Shrub","N",5,2,"Hordeum",0
693,"Open","N",5,4.4,"Marrubium",7
693,"Shrub","N",5,2,"Marrubium",0
693,"Open","N",5,4.4,"Schismus",0
693,"Shrub","N",5,2,"Schismus",0
694,"Open","N",3,8.5,"BromusR",89
694,"Shrub","N",3,4.9,"BromusR",136
694,"Open","N",3,8.5,"Amsinckia",0
694,"Shrub","N",3,4.9,"Amsinckia",0
694,"Open","N",3,8.5,"Brassica",0
694,"Shrub","N",3,4.9,"Brassica",0
694,"Open","N",3,8.5,"BromusH",0
694,"Shrub","N",3,4.9,"BromusH",0
694,"Open","N",3,8.5,"Erodium",25
694,"Shrub","N",3,4.9,"Erodium",6
694,"Open","N",3,8.5,"Hordeum",0
694,"Shrub","N",3,4.9,"Hordeum",0
694,"Open","N",3,8.5,"Marrubium",0
694,"Shrub","N",3,4.9,"Marrubium",0
694,"Open","N",3,8.5,"Schismus",0
694,"Shrub","N",3,4.9,"Schismus",0
695,"Open","Y",3,10,"BromusR",50
695,"Shrub","Y",3,4,"BromusR",46
695,"Open","Y",3,10,"Amsinckia",0
695,"Shrub","Y",3,4,"Amsinckia",0
695,"Open","Y",3,10,"Brassica",0
695,"Shrub","Y",3,4,"Brassica",0
695,"Open","Y",3,10,"BromusH",0
695,"Shrub","Y",3,4,"BromusH",24
695,"Open","Y",3,10,"Erodium",14
695,"Shrub","Y",3,4,"Erodium",40
695,"Open","Y",3,10,"Hordeum",0
695,"Shrub","Y",3,4,"Hordeum",0
695,"Open","Y",3,10,"Marrubium",5
695,"Shrub","Y",3,4,"Marrubium",0
695,"Open","Y",3,10,"Schismus",2
695,"Shrub","Y",3,4,"Schismus",0
